"media_open; media_play; media_end","2022/11/01 14:35:37:346; 2022/11/01 14:35:46:069; 2022/11/01 14:43:00:204"
"Multimedia File","v5.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,54.0582
2,54.0582
3,54.0582
4,54.0582
5,54.0582
6,54.0582
7,54.0582
8,54.0582
9,54.0582
10,54.0582
11,54.0582
12,54.0582
13,54.0582
14,54.0582
15,54.0582
16,54.0582
17,54.0582
18,54.0582
19,54.0582
20,54.0582
21,54.0582
22,54.0582
23,54.0582
24,54.0582
25,54.0582
26,54.0582
27,54.0582
28,54.0582
29,54.0582
30,54.0582
31,54.0582
32,54.0582
33,54.0582
34,54.0582
35,54.0582
36,54.0582
37,54.0582
38,54.0582
39,54.0582
40,54.0582
41,54.0582
42,54.0582
43,54.0582
44,54.0582
45,54.0582
46,54.0582
47,54.0582
48,54.0582
49,54.0582
50,54.0582
51,54.0582
52,54.0582
53,54.0582
54,54.0582
55,54.0582
56,54.0582
57,54.0582
58,54.0582
59,54.0582
60,54.0582
61,54.0582
62,54.0582
63,54.0582
64,54.0582
65,54.0582
66,54.0582
67,54.0582
68,54.0582
69,54.0582
70,54.0582
71,54.0582
72,54.0582
73,54.0582
74,54.0582
75,54.0582
76,54.0582
77,51.4951263157895
78,43.6447
79,43.6447
80,43.6447
81,43.6447
82,43.6447
83,43.6447
84,43.6447
85,43.6447
86,43.6447
87,43.6447
88,43.6447
89,43.6447
90,43.6447
91,43.6447
92,43.6447
93,43.6447
94,43.6447
95,43.6447
96,43.6447
97,43.6447
98,43.6447
99,43.6447
100,43.6447
101,43.6447
102,43.6447
103,43.6447
104,43.6447
105,43.6447
106,43.6447
107,43.6447
108,43.6447
109,43.6447
110,43.6447
111,43.6447
112,43.6447
113,43.6447
114,43.6447
115,43.6447
116,43.6447
117,43.6447
118,43.6447
119,43.6447
120,43.6447
121,43.6447
122,43.6447
123,43.6447
124,43.6447
125,43.6447
126,43.6447
127,43.6447
128,43.6447
129,43.6447
130,43.6447
131,43.6447
132,43.6447
133,43.6447
134,43.6447
135,43.6447
136,43.6447
137,43.6447
138,43.6447
139,43.6447
140,43.6447
141,43.6447
142,43.6447
143,43.6447
144,43.6447
145,43.6447
146,43.6447
147,43.6447
148,43.6447
149,43.6447
150,43.6447
151,43.6447
152,43.6447
153,43.6447
154,43.6447
155,43.6447
156,43.6447
157,43.6447
158,43.6447
159,43.6447
160,43.6447
161,43.6447
162,43.6447
163,43.6447
164,43.6447
165,43.6447
166,43.6447
167,43.6447
168,43.6447
169,43.6447
170,43.6447
171,43.6447
172,43.6447
173,43.6447
174,43.6447
175,43.6447
176,43.6447
177,43.6447
178,43.6447
179,43.6447
180,43.6447
181,43.6447
182,43.6447
183,43.6447
184,43.6447
185,43.6447
186,43.6447
187,43.6447
188,43.6447
189,43.6447
190,43.6447
191,43.6447
192,43.6447
193,43.6447
194,43.6447
195,43.6447
196,43.6447
197,43.6447
198,43.6447
199,43.6447
200,43.6447
201,43.6447
202,43.6447
203,43.6447
204,43.6447
205,43.6447
206,43.6447
207,43.6447
208,43.6447
209,59.5566023809524
210,62.94025
211,62.94025
212,62.94025
213,62.94025
214,62.94025
215,62.94025
216,62.94025
217,62.94025
218,62.94025
219,62.94025
220,62.94025
221,62.94025
222,62.94025
223,62.94025
224,75.34456
225,82.710565
226,80.39815
227,80.39815
228,80.39815
229,80.39815
230,80.39815
231,80.39815
232,80.39815
233,80.39815
234,80.39815
235,80.39815
236,80.39815
237,80.39815
238,80.39815
239,80.39815
240,80.39815
241,80.39815
242,80.39815
243,80.39815
244,70.7810125
245,64.1654
246,63.9050625
247,52.2511575
248,51.91425
249,55.313935
250,56.8147
251,56.8147
252,56.8147
253,56.8147
254,56.8147
255,56.8147
256,56.8147
257,56.8147
258,56.8147
259,56.8147
260,56.8147
261,56.8147
262,56.8147
263,56.8147
264,56.8147
265,56.8147
266,56.8147
267,56.8147
268,56.8147
269,56.8147
270,56.8147
271,56.8147
272,56.8147
273,56.8147
274,45.36955
275,33.5214052631579
276,30.47475
277,30.47475
278,30.47475
279,30.47475
280,30.47475
281,30.47475
282,30.47475
