"media_open; media_play; media_pause; media_play; media_end","2022/11/09 10:14:53:365; 2022/11/09 10:14:58:849; 2022/11/09 10:15:12:095; 2022/11/09 10:15:15:866; 2022/11/09 10:20:02:843"
"Multimedia File","v1.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,4.59417894736842
2,43.7978525
3,47.32005
4,47.32005
5,10.53598
6,-22.6888236842105
7,-24.0429
8,-24.0429
9,-24.0429
10,-24.0429
11,-24.0429
12,-24.0429
13,-24.0429
14,-21.40124375
15,30.00725
16,44.2411315789474
17,40.8422425
18,37.7524738095238
19,44.3056105263158
20,49.9314894736842
21,50.38285
22,44.5151868421053
23,33.3924394736842
24,27.8471868421053
25,25.0261894736842
26,21.8344421052632
27,20.9801
28,20.9801
29,20.9801
30,20.9801
31,20.9801
32,20.9801
33,20.9801
34,20.9801
35,20.9801
36,20.9801
37,20.9801
38,20.9801
39,20.9801
40,20.9801
41,20.9801
42,20.9801
43,20.9801
44,20.9801
45,20.9801
46,20.9801
47,20.9801
48,20.9801
49,20.9801
50,20.9801
51,20.9801
52,20.9801
53,20.9801
54,20.9801
55,20.9801
56,20.9801
57,19.4487026315789
58,-7.77786578947368
59,-22.4792605263158
60,-25.4614447368421
61,-26.7994
62,-26.7994
63,-20.0290236842105
64,-15.2091605263158
65,-44.9987894736842
66,-76.4810131578948
67,-24.2846842105263
68,-61.3121552631579
69,-61.71515
70,-62.0536763157895
71,-63.24655
72,-63.24655
73,-63.24655
74,-63.24655
75,-63.24655
76,-63.24655
77,-66.9678475
78,-76.11025
79,-42.2745236842105
80,-34.2306921052632
81,-35.7459552631579
82,-37.21285
83,-37.21285
84,-37.21285
85,-37.21285
86,-37.5836105263158
87,-50.4473342105263
88,-40.0661026315789
89,-26.3706
90,-24.4136342105263
91,-25.1712842105263
92,-30.4747289473684
93,-31.69985
94,-31.69985
95,-31.69985
96,-31.69985
97,-31.69985
98,-31.69985
99,-31.69985
100,-31.69985
101,-31.69985
102,-31.69985
103,-33.7309631578947
104,-38.2445447368421
105,-41.3395894736842
106,-36.2295526315789
107,-28.4758631578947
108,-25.9289184210526
109,-16.9985
110,-13.0168638888889
111,-8.4065447368421
112,-11.1792
113,-11.3887552631579
114,-28.4533025
115,-32.92495
116,-32.92495
117,-32.92495
118,-32.92495
119,-32.92495
120,-32.92495
121,-32.92495
122,-32.92495
123,-32.92495
124,-13.6616342105263
125,-17.3208736842105
126,-18.6427
127,-22.5920815789474
128,-48.7547447368421
129,-16.1763578947368
130,-67.18224
131,-69.06585
132,-69.06585
133,-59.1520973684211
134,-78.7539342105263
135,-74.2403578947369
136,-89.6026473684211
137,-95.5025236842105
138,-92.3752736842106
139,-90.81165
140,-90.81165
141,-90.81165
142,-90.81165
143,-91.7134694444445
144,-100
145,-100
146,-100
147,-100
148,-100
149,-100
150,-100
151,-100
152,-100
153,-100
154,-100
155,-100
156,-100
157,-100
158,-100
159,-99.4035605263158
160,-72.3543236842105
161,-59.1682131578948
162,-52.8169631578947
163,-50.1571763157895
164,-51.8014078947368
165,-58.4911894736842
166,-63.5689631578947
167,-75.0302421052632
168,-92.6152833333334
169,-96.32465
170,-93.6648657894737
171,-85.9756631578947
172,-66.8251842105263
173,-66.2932210526316
174,-65.0358684210526
175,-60.79635
176,-60.79635
177,-60.79635
178,-60.79635
179,-60.4417078947368
180,-54.3161184210526
181,-54.0582
182,-54.0582
183,-54.0582
184,-51.2049710526316
185,-37.7125763157895
186,-32.9419833333333
187,-58.5604975
188,-79.9145631578947
189,-96.2118105263158
190,-68.7918184210526
191,-59.8774921052632
192,-58.87805
193,-38.9538210526316
194,-6.93963421052631
195,-6.41483888888889
196,-3.1087225
197,-1.99079999999999
198,-1.99079999999999
199,-1.99079999999999
200,-1.99079999999999
201,-2.78067105263158
202,-17.6593894736842
203,-33.6342447368421
204,-48.4484710526316
205,-53.751935
206,-56.50845
207,-56.8606675
208,-59.3670305555556
209,-49.8670131578947
210,-56.8308157894737
211,-61.4411315789474
212,-61.7151736842105
213,-52.6557552631579
214,-37.488515
215,-29.9750184210526
216,-15.8539657894737
217,-9.95406315789474
218,-35.6008736842105
219,-93.4230763157895
220,-86.8300263157895
221,-67.6150631578947
222,-58.1043131578947
223,-70.3393368421053
224,-84.4603973684211
225,-67.53445
226,-70.7423342105263
227,-78.5766236842106
228,-79.8017315789474
229,-60.2966105263158
230,-54.6223947368421
231,-52.3011263157895
232,-47.1588657894737
233,-52.72025
234,-53.7519210526316
235,-52.8331
236,-52.8331
237,-53.0321625
238,-59.7753972222222
239,-73.708397368421
240,-79.7702875
241,-64.3910684210527
242,-52.4300684210526
243,-42.661397368421
244,-34.3435210526316
245,-33.8921631578947
246,-34.6981605263158
247,-36.9066
248,-38.3090289473684
249,-43.0321684210526
250,-52.8491973684211
251,-63.8591131578947
252,-66.7768289473684
253,-71.612797368421
254,-71.82235
255,-71.82235
256,-71.82235
257,-71.82235
258,-71.82235
259,-71.9996789473684
260,-70.0017055555555
261,-62.1020394736842
262,-61.7474105263158
263,-62.14396
264,-65.3582605263158
265,-65.3905
266,-65.6000605263158
267,-69.4231916666667
