"media_open; media_play; media_end","2022/11/09 11:58:18:980; 2022/11/09 11:58:24:669; 2022/11/09 12:04:48:858"
"Multimedia File","v10.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,17.8489710526316
5,51.7305447368421
6,56.37229
7,60.8242666666667
8,63.0863684210526
9,64.0875131578947
10,64.40215
11,64.40215
12,64.40215
13,64.40215
14,64.40215
15,64.40215
16,64.40215
17,64.40215
18,64.40215
19,66.7763052631579
20,71.4817052631579
21,71.73915
22,71.73915
23,71.73915
24,73.0692210526316
25,73.6413
26,73.6413
27,73.6413
28,73.6413
29,73.6413
30,73.6413
31,73.6413
32,73.6413
33,73.6413
34,73.6413
35,73.6413
36,73.6413
37,73.6413
38,73.6413
39,73.6413
40,73.6413
41,73.6413
42,74.2133789473684
43,74.4565157894737
44,73.0978
45,73.0978
46,73.0978
47,73.0978
48,73.0978
49,73.0978
50,73.0978
51,73.0978
52,73.0978
53,73.0978
54,73.0978
55,73.0978
56,73.0978
57,73.0978
58,73.0978
59,73.0978
60,73.0978
61,73.0978
62,73.0978
63,73.0978
64,73.0978
65,73.0978
66,73.0978
67,73.0978
68,73.0978
69,73.0978
70,73.0978
71,73.0978
72,73.0978
73,73.0978
74,73.0978
75,73.0978
76,73.0978
77,73.0978
78,73.0978
79,73.0978
80,73.0978
81,73.0978
82,73.0978
83,73.0978
84,73.0978
85,74.9320475
86,82.3655552631579
87,82.33695
88,82.33695
89,82.33695
90,82.33695
91,82.33695
92,82.33695
93,82.33695
94,82.33695
95,82.33695
96,82.33695
97,82.33695
98,82.33695
99,82.33695
100,82.33695
101,82.33695
102,82.33695
103,82.33695
104,82.33695
105,82.33695
106,82.33695
107,82.33695
108,82.33695
109,82.33695
110,82.33695
111,82.33695
112,82.33695
113,82.33695
114,82.33695
115,82.33695
116,82.33695
117,82.33695
118,82.33695
119,82.33695
120,82.33695
121,82.33695
122,82.33695
123,82.33695
124,82.33695
125,82.33695
126,82.33695
127,82.33695
128,82.33695
129,82.33695
130,82.33695
131,82.33695
132,82.33695
133,82.33695
134,82.33695
135,82.33695
136,82.33695
137,82.33695
138,82.33695
139,82.33695
140,82.33695
141,82.33695
142,82.33695
143,82.33695
144,82.33695
145,82.33695
146,82.33695
147,82.33695
148,82.33695
149,82.33695
150,82.33695
151,82.33695
152,82.33695
153,82.33695
154,82.33695
155,82.33695
156,82.33695
157,82.33695
158,82.33695
159,82.33695
160,82.33695
161,82.33695
162,82.33695
163,82.33695
164,82.33695
165,82.33695
166,82.33695
167,82.33695
168,82.33695
169,82.33695
170,82.33695
171,82.33695
172,82.33695
173,82.33695
174,82.33695
175,82.33695
176,82.33695
177,82.33695
178,82.33695
179,82.33695
180,82.33695
181,82.33695
182,82.33695
183,82.33695
184,82.33695
185,82.33695
186,82.33695
187,82.33695
188,82.33695
189,82.33695
190,82.33695
191,82.33695
192,82.33695
193,82.33695
194,82.33695
195,82.33695
196,82.33695
197,82.33695
198,82.33695
199,82.33695
200,82.33695
201,82.33695
202,82.33695
203,82.33695
204,82.33695
205,82.33695
206,82.33695
207,82.33695
208,82.33695
209,82.33695
210,82.33695
211,82.33695
212,82.33695
213,82.33695
214,82.33695
215,82.33695
216,82.33695
217,82.33695
218,82.33695
219,82.33695
220,82.33695
221,82.33695
222,82.33695
223,82.33695
224,82.33695
225,82.33695
226,82.33695
227,82.33695
228,82.33695
229,82.33695
230,82.33695
231,82.33695
232,82.33695
233,82.33695
234,82.33695
235,82.33695
236,82.33695
237,82.33695
238,82.33695
239,82.33695
240,82.33695
241,82.33695
242,82.33695
243,82.33695
244,82.33695
245,82.33695
246,82.33695
247,82.33695
248,82.33695
249,82.33695
250,82.33695
251,82.33695
252,82.33695
253,82.33695
254,82.33695
255,82.33695
256,82.33695
257,82.33695
258,82.33695
259,82.33695
260,82.33695
261,82.33695
262,82.33695
263,82.33695
264,82.33695
265,82.33695
266,82.33695
267,82.33695
268,82.33695
269,82.33695
270,82.33695
271,82.33695
272,82.33695
273,82.33695
274,82.33695
275,82.33695
276,82.33695
277,82.33695
278,82.33695
279,83.0234473684211
280,89.0732394736843
281,89.13045
282,89.13045
283,92.8632789473684
284,99.9396138888889
285,100
286,100
287,100
288,100
289,100
290,100
291,100
292,100
293,100
294,100
295,100
296,100
297,100
298,100
299,100
300,100
301,100
302,100
303,100
304,100
305,100
306,100
307,100
308,100
309,100
310,100
311,100
312,100
313,100
314,100
315,100
316,100
317,100
318,100
319,100
320,100
321,100
322,100
323,100
324,100
325,100
326,100
327,100
328,100
329,100
330,100
331,100
332,100
333,100
334,100
335,100
336,100
337,100
338,100
339,100
340,100
341,100
342,100
343,100
344,100
345,100
346,100
347,100
348,100
349,100
350,100
351,100
352,100
353,100
354,100
355,100
356,100
357,100
358,100
359,100
360,100
361,100
362,100
363,100
364,100
365,100
366,100
367,100
368,100
369,100
370,100
371,100
372,100
373,100
374,100
375,100
376,100
377,100
378,100
379,100
380,100
381,100
382,100
383,100
384,100
