"media_open; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/14 10:22:24:489; 2022/09/14 10:22:30:245; 2022/09/14 10:30:02:193; 2022/09/14 10:30:32:779; 2022/09/14 10:30:38:721; 2022/09/14 10:30:52:448; 2022/09/14 10:32:14:302; 2022/09/14 10:32:18:521; 2022/09/14 10:34:24:984"
"Multimedia File","v0.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,-16.3536789473684
6,-30.3580571428571
7,-26.7671368421052
8,-27.10565
9,-27.10565
10,-27.10565
11,-27.10565
12,-27.10565
13,-27.10565
14,-27.10565
15,-27.10565
16,-27.10565
17,-27.10565
18,-23.81316
19,-3.01174761904762
20,24.3491555555556
21,47.5038275
22,62.2511575
23,81.9754825
24,83.15465
25,82.8653944444444
26,81.8836125
27,81.92955
28,81.92955
29,81.92955
30,81.92955
31,81.92955
32,81.92955
33,81.92955
34,81.92955
35,81.92955
36,81.92955
37,81.92955
38,81.92955
39,81.92955
40,81.92955
41,81.92955
42,81.92955
43,81.92955
44,81.92955
45,81.92955
46,81.92955
47,81.92955
48,81.92955
49,81.92955
50,81.92955
51,81.92955
52,81.92955
53,81.92955
54,81.92955
55,81.92955
56,81.92955
57,81.92955
58,81.92955
59,81.92955
60,81.92955
61,81.92955
62,81.92955
63,81.92955
64,81.92955
65,81.92955
66,81.92955
67,81.92955
68,85.0689025
69,86.83
70,86.83
71,86.83
72,86.83
73,86.83
74,86.83
75,86.83
76,86.83
77,86.83
78,86.83
79,86.83
80,86.83
81,86.83
82,86.83
83,86.83
84,86.83
85,86.83
86,86.83
87,86.83
88,86.83
89,86.83
90,86.83
91,86.83
92,86.83
93,86.83
94,86.83
95,86.83
96,86.83
97,86.83
98,86.83
99,86.83
100,86.83
101,86.83
102,86.83
103,86.83
104,86.83
105,86.83
106,86.83
107,86.83
108,86.83
109,86.83
110,86.83
111,86.83
112,86.83
113,86.83
114,86.83
115,86.83
116,86.83
117,86.83
118,86.83
119,86.83
120,86.83
121,86.83
122,86.83
123,86.83
124,86.83
125,86.83
126,86.83
127,86.83
128,86.83
129,86.83
130,86.83
131,86.83
132,86.83
133,86.83
134,86.83
135,86.83
136,86.83
137,86.83
138,86.83
139,86.83
140,86.83
141,86.83
142,86.83
143,86.83
144,86.83
145,86.83
146,86.83
147,86.83
148,86.83
149,86.83
150,86.83
151,86.83
152,86.83
153,86.83
154,86.83
155,86.83
156,86.83
157,86.83
158,86.83
159,86.83
160,92.3583375
161,95.4058
162,95.4058
163,95.4058
164,95.4058
165,95.4058
166,95.4058
167,95.4058
168,95.4058
169,95.4058
170,95.4058
171,95.4058
172,95.4058
173,95.4058
174,95.4058
175,95.4058
176,95.4058
177,95.4058
178,95.4058
179,95.4058
180,95.4058
181,95.4058
182,95.4058
183,95.4058
184,95.4058
185,95.4058
186,95.4058
187,95.4058
188,95.4058
189,95.4058
190,95.4058
191,95.344545
192,32.3430275
193,-7.27816052631579
194,-21.89895
195,-21.89895
196,-21.89895
197,-21.89895
198,-21.89895
199,-21.89895
200,-21.89895
201,-21.89895
202,-20.796345
203,19.7090425
204,52.5590263157895
205,76.1408875
206,86.21745
207,86.079625
208,81.9878904761905
209,81.92955
210,81.92955
211,81.92955
212,81.92955
213,81.92955
214,81.92955
215,81.92955
216,81.92955
217,81.92955
218,81.92955
219,81.92955
220,81.92955
221,81.92955
222,81.92955
223,81.92955
224,81.92955
225,81.92955
226,81.92955
227,81.92955
228,81.92955
229,81.92955
230,81.92955
231,81.92955
232,81.92955
233,81.92955
234,81.92955
235,81.92955
236,81.92955
237,81.92955
238,81.92955
239,81.92955
240,81.92955
241,81.92955
242,81.92955
243,81.92955
244,81.92955
245,81.92955
246,81.92955
247,81.92955
248,81.92955
249,81.92955
250,81.92955
251,81.92955
252,81.92955
253,81.92955
254,81.92955
255,81.92955
256,81.92955
257,81.92955
258,81.92955
259,81.92955
260,81.92955
261,81.92955
262,81.92955
263,81.92955
264,81.92955
265,81.92955
266,81.92955
267,81.92955
268,81.92955
269,81.92955
270,81.92955
271,81.92955
272,81.92955
273,81.92955
274,81.92955
275,81.92955
276,81.92955
277,81.92955
278,81.92955
279,81.92955
280,81.92955
281,81.92955
282,81.92955
283,81.92955
284,81.92955
285,81.92955
286,81.92955
287,81.92955
288,81.92955
289,81.92955
290,81.92955
291,81.92955
292,81.92955
293,85.4857833333333
294,89.5865
295,89.5865
296,89.5865
297,89.5865
298,89.5865
299,89.5865
300,89.5865
301,89.5865
302,89.5865
303,89.5865
304,89.5865
305,89.5865
306,89.5865
307,89.5865
308,89.5865
309,89.5865
310,89.5865
311,89.5865
312,89.5865
313,89.5865
314,89.5865
315,89.5865
316,89.5865
317,89.5865
318,89.5865
319,89.5865
320,89.5865
321,89.5865
322,89.5865
323,89.5865
324,89.5865
325,89.5865
326,89.5865
327,89.5865
328,89.5865
329,89.5865
330,89.5865
331,89.5865
332,89.5865
333,89.5865
334,89.5865
335,89.5865
336,89.5865
337,89.5865
338,89.5865
339,89.5865
340,89.5865
341,89.5865
342,89.5865
343,89.5865
344,89.5865
345,89.5865
346,89.6937
347,94.8416289473684
348,96.63095
349,96.63095
350,96.63095
351,96.63095
352,96.63095
353,96.63095
354,96.63095
355,96.63095
356,96.63095
357,96.63095
358,96.63095
359,96.63095
360,96.63095
361,96.63095
362,96.63095
363,96.63095
364,96.63095
365,96.63095
366,96.63095
367,96.63095
368,96.63095
369,96.63095
370,96.63095
371,96.63095
372,96.63095
373,96.63095
374,96.63095
375,96.63095
376,96.63095
377,96.63095
378,96.63095
379,96.63095
380,96.63095
381,96.63095
382,96.63095
383,96.63095
384,96.63095
385,96.63095
386,96.63095
387,96.63095
388,96.63095
389,96.63095
390,96.63095
391,96.63095
392,96.63095
393,96.63095
394,96.63095
395,96.63095
396,96.63095
397,96.63095
398,96.63095
399,96.63095
400,96.63095
401,96.63095
402,96.63095
403,96.63095
404,96.63095
405,90.0000075
406,69.8621675
407,69.6784
408,69.6784
409,69.724345
410,63.1820657894737
411,-0.382852500000001
412,-22.7871225
413,-22.81775
414,-22.81775
415,-22.81775
416,-22.81775
417,-22.81775
418,-22.81775
419,-22.81775
420,-29.3415025
421,-36.3093625
422,-37.810125
423,-49.3721325
424,-56.5084325
425,-53.7519
426,-53.7519
427,-53.7519
428,-53.7519
429,-53.7519
430,-53.7519
431,-53.7519
432,-53.7519
433,-53.690645
434,-34.28791
435,-14.3148904761905
436,-5.32585277777778
437,-4.0122525
438,-1.3935625
439,1.0107175
440,1.37824999999999
441,1.37824999999999
442,1.37824999999999
443,1.37824999999999
444,1.37824999999999
445,1.37824999999999
446,1.37824999999999
447,1.37824999999999
448,1.37824999999999
449,1.37824999999999
450,1.37824999999999
451,1.37824999999999
452,1.37824999999999
453,1.37824999999999
454,1.37824999999999
455,1.37824999999999
456,1.37824999999999
457,1.37824999999999
458,1.37824999999999
459,1.37824999999999
460,1.43950499999999
461,31.7804473684211
462,56.799375
463,65.23736
464,66.00305
465,66.00305
466,66.00305
467,66.00305
468,66.00305
469,66.00305
470,66.00305
471,66.00305
472,66.00305
473,66.00305
474,66.00305
475,66.00305
476,66.00305
477,66.00305
478,66.00305
479,66.00305
480,66.00305
481,66.00305
482,66.00305
483,55.23225
484,66.00305
485,66.00305
486,66.00305
487,66.00305
488,66.00305
489,66.00305
490,66.00305
491,66.00305
492,66.00305
493,66.00305
494,65.421125
495,7.93261000000001
496,-26.33998
497,-25.268
498,-25.268
499,-25.268
500,-25.268
501,-25.268
502,-20.7197575
503,23.1546725
504,51.0760105263158
505,72.0673825
506,75.6048975
507,75.4977
508,75.4977
509,75.4977
510,75.4977
511,75.4977
512,75.4977
513,75.4977
514,78.3186868421053
515,90.2796842105263
516,90.811645
517,92.34305
518,92.34305
519,92.34305
520,92.34305
521,92.34305
522,92.34305
523,92.34305
524,92.34305
525,92.34305
526,92.34305
527,92.34305
528,92.34305
529,92.34305
530,92.34305
