"media_open; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/14 14:42:03:974; 2022/09/14 14:42:23:895; 2022/09/14 14:42:40:204; 2022/09/14 14:54:22:122; 2022/09/14 14:58:38:204; 2022/09/14 14:58:54:050; 2022/09/14 14:58:54:832; 2022/09/14 15:06:02:182; 2022/09/14 15:06:48:744; 2022/09/14 15:09:32:111; 2022/09/14 15:12:21:570"
"Multimedia File","11.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,6.906585
6,53.4456315789474
7,66.2787125
8,71.2098
9,71.2098
10,71.2098
11,71.2098
12,71.2098
13,71.2098
14,71.2098
15,71.2098
16,71.2098
17,71.2098
18,71.2098
19,71.2098
20,71.2098
21,71.2098
22,71.2098
23,71.2098
24,71.2098
25,71.2098
26,71.2098
27,71.2098
28,71.2098
29,71.2098
30,71.2098
31,71.2098
32,79.46402
33,82.23585
34,82.23585
35,82.23585
36,82.23585
37,82.23585
38,82.23585
39,77.243495
40,70.2748263157895
41,61.3016725
42,62.3277
43,62.3277
44,62.3277
45,62.3277
46,62.3277
47,62.3277
48,62.3277
49,62.3277
50,62.3277
51,62.3277
52,62.3277
53,62.3277
54,62.3277
55,62.3277
56,52.2358275
57,47.32005
58,47.32005
59,47.32005
60,47.32005
61,47.32005
62,48.28483
63,62.95559
64,64.77795
65,64.77795
66,64.77795
67,64.77795
68,64.77795
69,64.77795
70,64.77795
71,64.77795
72,64.77795
73,64.77795
74,64.77795
75,64.77795
76,64.77795
77,64.77795
78,64.77795
79,64.77795
80,64.77795
81,64.77795
82,64.77795
83,68.6720619047619
84,69.06585
85,69.06585
86,69.06585
87,69.06585
88,69.06585
89,69.06585
90,69.06585
91,69.06585
92,69.06585
93,69.06585
94,69.06585
95,69.06585
96,69.06585
97,69.06585
98,69.06585
99,69.06585
100,69.06585
101,69.06585
102,69.06585
103,69.06585
104,69.06585
105,50.673805
106,39.96935
107,39.96935
108,39.96935
109,39.96935
110,39.96935
111,39.96935
112,39.96935
113,39.96935
114,39.96935
