"media_open; media_play; media_pause; media_play; media_end","2022/09/14 12:14:15:785; 2022/09/14 12:14:22:533; 2022/09/14 12:16:31:510; 2022/09/14 12:18:46:480; 2022/09/14 12:19:09:687"
"Multimedia File","3.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0.3751925
5,52.2496785714286
6,73.2247921052631
7,79.47935
8,79.47935
9,79.47935
10,79.47935
11,79.47935
12,79.47935
13,79.47935
14,79.47935
15,79.47935
16,79.47935
17,79.47935
18,79.47935
19,79.47935
20,79.47935
21,79.47935
22,79.47935
23,79.47935
24,79.47935
25,79.47935
26,79.47935
27,79.47935
28,79.47935
29,79.47935
30,79.47935
31,79.47935
32,79.47935
33,79.47935
34,79.47935
35,79.47935
36,79.47935
37,79.47935
38,79.47935
39,79.47935
40,79.47935
41,79.47935
42,79.47935
43,79.47935
44,79.7856263157895
45,96.1102625
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,99.9032815789474
61,88.3920375
62,79.6835071428571
63,81.1468444444444
64,82.4042975
65,83.7672499999999
66,80.68914
67,80.0919
68,96.0767166666667
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
112,99.92343
113,91.4096095238095
114,82.2528638888889
115,82.23585
116,82.23585
117,82.23585
118,82.23585
119,82.23585
120,82.8322842105263
121,98.4992325
122,100
123,100
124,100
125,100
126,100
127,100
128,100
129,100
130,100
131,100
132,100
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
141,100
142,100
143,100
144,100
145,100
146,100
147,100
148,100
149,100
150,100
151,100
152,100
