"media_open; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/14 15:53:37:752; 2022/09/14 15:53:44:831; 2022/09/14 15:54:54:439; 2022/09/14 15:55:56:743; 2022/09/14 15:55:58:172; 2022/09/14 15:58:05:290; 2022/09/14 15:58:28:481; 2022/09/14 15:59:19:463; 2022/09/14 15:59:26:824; 2022/09/14 16:00:00:171; 2022/09/14 16:05:29:775"
"Multimedia File","16.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,24.0589947368421
11,38.0551425
12,39.05055
13,66.7177166666667
14,67.2443184210526
15,67.2282
16,67.2282
17,67.2282
18,67.2282
19,67.2282
20,67.2282
21,67.2282
22,67.2282
23,67.2282
24,67.2282
25,67.2282
26,67.2282
27,67.2282
28,67.2282
29,67.2282
30,67.2282
31,67.2282
32,67.2282
33,67.2282
34,75.3139475
35,91.4242
36,91.4242
37,91.4242
38,91.4242
39,91.4242
40,91.4242
41,91.4242
42,91.4242
43,91.4242
44,91.4242
45,91.4242
46,91.4242
47,91.4242
48,91.4242
49,91.4242
50,91.4242
51,91.4242
52,91.4242
53,91.4242
54,91.4242
55,91.4242
56,91.4242
57,91.4242
58,91.4242
59,88.3920375
60,69.5471452380952
61,78.3348157894737
62,92.9556
63,92.9556
64,92.9556
65,92.9556
66,92.9556
67,92.9556
68,92.9556
69,92.9556
70,92.9556
71,92.9556
72,92.9556
73,92.9556
74,92.9556
75,92.9556
76,92.9556
77,92.9556
78,92.9556
79,92.9556
80,92.9556
81,92.9556
82,92.9556
83,92.9556
84,92.9556
85,92.9556
86,92.9556
87,92.9556
88,92.9556
89,92.9556
90,92.9556
91,92.9556
92,92.9556
93,92.9556
94,92.9556
95,92.9556
96,92.9556
97,92.9556
98,92.9556
99,92.9556
100,92.9556
101,92.9556
102,92.9556
103,92.9556
104,92.9556
105,92.9556
106,92.9556
107,92.9556
108,92.9556
109,92.9556
110,92.9556
111,92.9556
112,92.9556
113,92.9556
114,92.9556
115,92.9556
116,92.9556
117,92.9556
118,92.9556
119,92.9556
120,92.9556
121,92.9556
122,92.9556
123,92.9556
124,92.9556
125,92.9556
126,92.9556
127,92.9556
128,92.9556
129,92.9556
130,92.9556
131,92.8484025
132,74.9408409090909
133,67.2282
134,67.2282
135,51.1346318181818
136,14.0735025
137,13.6294
138,13.6294
139,13.6294
140,13.6294
141,13.6294
142,13.6294
143,13.6294
144,13.6294
145,13.6294
146,23.545175
147,13.6294
148,13.6294
149,13.6294
150,13.6294
151,13.6294
152,13.6294
153,13.6294
154,13.6294
155,13.6294
156,13.6294
157,13.6294
158,13.6294
159,13.6294
160,13.6294
161,13.6294
162,13.6294
163,13.6294
164,13.6294
165,13.6294
166,13.6294
167,13.6294
168,13.6294
169,13.6294
170,13.6294
171,13.6294
172,13.6294
173,13.6294
174,13.6294
175,13.6294
176,13.6294
177,13.6294
178,13.6294
179,13.6294
180,13.6294
181,13.6294
182,13.6294
183,13.6294
184,13.6294
185,13.6294
186,13.6294
187,13.6294
188,13.6294
189,13.6294
190,13.6294
191,13.6294
192,13.6294
193,13.6294
194,13.6294
195,13.6294
196,13.6294
197,11.9206842105263
198,10.4215236842105
199,18.0565090909091
200,10.5666
201,10.5666
202,10.5666
203,10.5666
204,10.5666
205,10.5666
206,10.5666
207,10.5666
208,10.5666
209,10.5666
210,10.5666
211,10.5666
212,10.5666
213,10.5666
214,10.5666
215,10.5666
216,10.5666
217,10.5666
218,10.5666
219,10.5666
220,10.5666
221,10.5666
222,10.5666
223,10.5666
224,10.5666
225,10.5666
226,10.5666
227,10.5666
228,10.5666
229,10.5666
230,10.5666
231,10.5666
232,10.5666
233,10.5666
234,10.5666
235,10.5666
236,10.5666
237,10.5666
238,10.5666
239,10.5666
240,10.5666
241,10.5666
242,10.5666
243,10.5666
244,10.5666
245,10.5666
246,10.5666
247,10.5666
248,10.5666
249,10.5666
250,10.5666
251,10.5666
252,10.5666
253,10.5666
254,10.5666
255,10.5666
256,10.5666
257,10.5666
258,10.5666
259,10.5666
260,10.5666
261,10.5666
262,10.5666
263,10.5666
264,10.5666
265,10.5666
266,10.5666
267,10.5666
268,10.5666
269,10.5666
270,10.5666
271,10.5666
272,10.5666
273,10.5666
274,10.5666
275,10.5666
276,10.5666
277,10.5666
278,10.5666
279,10.5666
280,10.5666
281,10.5666
282,10.5666
283,10.5666
284,10.5666
285,10.5666
286,10.5666
287,10.5666
288,10.5666
289,10.5666
290,9.9693575
291,2.220515
292,11.5773275
293,12.098
294,12.098
295,12.098
296,12.098
297,12.098
298,12.098
299,12.098
300,12.098
301,12.098
302,12.098
303,12.098
304,12.098
305,12.098
306,12.098
307,12.098
308,12.098
309,12.098
310,12.098
311,12.098
312,12.098
313,12.098
314,12.098
315,12.098
316,12.098
317,12.098
318,12.098
319,12.098
320,12.098
321,12.098
322,12.098
323,12.098
324,12.098
325,12.098
326,12.098
327,12.098
328,12.098
329,12.098
330,12.098
331,12.098
332,12.098
333,12.098
334,12.098
335,12.098
336,12.098
337,12.098
338,0.107184999999998
339,-9.64780000000001
340,-9.64780000000001
341,-2.18426052631579
342,12.9709075
343,12.1745825
344,6.58499999999999
345,6.58499999999999
346,6.58499999999999
347,6.58499999999999
348,6.58499999999999
349,6.58499999999999
350,6.58499999999999
351,6.58499999999999
352,6.58499999999999
353,6.58499999999999
354,6.58499999999999
355,6.58499999999999
356,6.58499999999999
357,6.58499999999999
358,6.58499999999999
359,6.58499999999999
360,6.58499999999999
361,6.58499999999999
362,6.58499999999999
363,6.58499999999999
364,6.58499999999999
365,6.58499999999999
366,6.58499999999999
367,6.58499999999999
368,6.58499999999999
369,6.58499999999999
370,6.58499999999999
371,6.58499999999999
372,6.58499999999999
373,6.58499999999999
374,6.58499999999999
375,7.42726499999999
376,13.001535
