"media_open; media_play; media_pause; media_play; media_end","2022/09/14 15:14:23:883; 2022/09/14 15:14:41:047; 2022/09/14 15:19:40:328; 2022/09/14 15:20:10:692; 2022/09/14 15:21:24:613"
"Multimedia File","13.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,21.69219
9,85.4275815789474
10,89.8928
11,89.8928
12,89.8928
13,89.8928
14,89.8928
15,89.8928
16,89.8928
17,89.8928
18,89.8928
19,89.8928
20,89.8928
21,89.8928
22,89.8928
23,89.8928
24,89.8928
25,89.8928
26,89.8928
27,86.294025
28,65.681475
29,68.4533
30,68.4533
31,68.4533
32,68.4533
33,68.4533
34,68.4533
35,68.4533
36,68.4533
37,68.4533
38,68.4533
39,68.4533
40,68.4533
41,68.4533
42,68.4533
43,68.4533
44,68.4533
45,68.4533
46,68.4533
47,68.4533
48,68.4533
49,68.4533
50,68.4533
51,68.4533
52,68.4533
53,68.4533
54,68.4533
55,68.4533
56,68.4533
57,68.4533
58,68.4533
59,68.4533
60,68.4533
61,68.4533
62,68.4533
63,68.4533
64,68.4533
65,68.4533
66,68.4533
67,68.4533
68,68.4533
69,68.4533
70,68.4533
71,68.4533
72,68.4533
73,68.4533
74,68.4533
75,68.4533
76,68.4533
77,68.4533
78,68.4533
79,68.4533
80,68.4533
81,68.4533
82,68.4533
83,68.4533
84,68.4533
85,68.4533
86,68.4533
87,68.4533
88,68.4533
89,68.4533
90,68.4533
91,68.4533
92,68.4533
93,68.4533
94,68.4533
95,68.4533
96,68.4533
97,68.4533
98,68.4533
99,68.4533
100,68.4533
101,68.4533
102,68.4533
103,68.4533
104,68.4533
105,68.4533
106,68.4533
107,68.4533
108,68.4533
109,68.4533
110,68.4533
111,70.36752
112,70.9035
113,70.9035
114,70.9035
115,70.9035
116,70.9035
117,70.9035
118,70.9035
119,57.7029025
120,44.56355
121,44.56355
122,44.56355
123,44.56355
124,44.56355
125,44.56355
126,44.56355
127,44.56355
128,44.56355
129,42.404285
130,36.9227184210526
131,36.9066
132,36.9066
133,36.9066
134,36.9066
135,36.9066
136,37.3507
137,44.042875
138,71.4548325
139,72.12865
140,72.12865
141,79.60184
142,88.9433225
143,66.8453325
144,66.30935
145,66.30935
146,66.30935
147,66.30935
148,66.30935
149,66.30935
150,66.30935
151,66.30935
152,66.30935
153,66.30935
154,66.30935
155,66.30935
156,66.30935
157,66.30935
158,66.30935
159,66.30935
160,66.30935
161,66.30935
162,66.30935
163,66.30935
164,66.30935
165,66.30935
166,66.30935
167,66.30935
168,66.30935
169,66.30935
170,66.30935
171,66.30935
172,66.30935
173,66.30935
174,66.30935
175,66.30935
176,66.30935
177,66.30935
178,66.30935
179,66.30935
180,66.30935
181,66.30935
182,66.30935
183,66.30935
184,66.30935
185,66.30935
186,66.30935
187,66.30935
188,66.30935
189,66.30935
190,66.30935
191,66.30935
192,66.30935
193,66.30935
194,66.30935
195,66.30935
196,66.30935
197,66.30935
198,66.30935
199,66.30935
200,66.30935
201,66.30935
202,66.30935
203,66.30935
204,66.30935
205,66.30935
206,66.30935
207,66.30935
208,66.30935
209,66.30935
210,66.30935
211,66.30935
212,66.30935
213,66.30935
214,66.30935
215,66.30935
216,66.30935
217,66.30935
218,66.30935
219,66.30935
220,66.30935
221,66.30935
222,66.30935
223,66.30935
224,66.30935
225,66.30935
226,66.30935
227,66.30935
228,66.30935
229,66.30935
230,66.30935
231,66.30935
232,66.30935
233,66.30935
234,66.30935
235,66.30935
236,66.30935
237,66.30935
238,66.30935
239,66.30935
240,66.30935
241,66.30935
242,66.30935
243,66.30935
244,66.30935
245,66.30935
246,66.30935
247,66.30935
248,66.30935
249,66.30935
250,66.30935
251,66.30935
252,66.30935
253,66.30935
254,66.30935
255,66.30935
256,66.30935
257,66.30935
258,66.30935
259,66.30935
260,66.30935
261,66.30935
262,66.30935
263,66.30935
264,66.30935
265,66.30935
266,66.30935
267,66.30935
268,66.30935
269,66.30935
270,66.30935
271,66.83002
272,82.6033675
273,89.28025
274,88.1679710526316
275,76.5696775
276,88.75957
277,89.8928
278,89.8928
279,89.8928
280,89.8928
281,89.8928
282,89.8928
283,89.8928
284,79.26493
285,69.06585
286,69.06585
287,69.06585
288,69.06585
289,69.06585
290,69.06585
291,69.06585
292,69.06585
293,69.06585
294,69.06585
295,69.06585
296,69.06585
297,69.06585
298,69.06585
299,69.06585
300,69.06585
301,69.06585
302,69.06585
303,69.06585
304,69.06585
305,69.06585
306,69.06585
307,69.06585
308,69.06585
309,69.06585
310,69.06585
311,69.06585
312,69.06585
313,69.06585
314,69.06585
315,69.06585
316,66.1780904761905
317,65.08425
318,65.08425
319,65.89588
320,67.53445
321,67.53445
322,67.53445
323,67.53445
324,67.53445
325,67.53445
326,67.53445
327,67.53445
328,67.53445
329,67.53445
330,67.6802976190476
331,67.53445
332,67.53445
333,67.53445
334,67.53445
335,67.53445
336,67.53445
337,67.53445
338,67.53445
339,67.53445
340,67.53445
341,67.53445
342,67.53445
343,67.53445
344,67.53445
345,67.53445
346,67.53445
347,67.53445
348,67.53445
349,67.53445
350,67.53445
351,67.53445
352,67.53445
353,67.53445
354,67.53445
355,67.53445
356,67.53445
357,67.53445
358,67.53445
359,67.53445
360,67.53445
361,67.53445
362,67.53445
363,67.53445
364,67.53445
365,67.53445
366,67.53445
367,67.53445
368,67.53445
369,67.53445
370,67.53445
371,67.53445
372,67.53445
373,67.53445
