"media_open; media_play; media_pause; media_play; media_end","2022/09/14 12:58:50:102; 2022/09/14 12:59:01:911; 2022/09/14 13:01:15:540; 2022/09/14 14:16:02:778; 2022/09/14 14:20:47:360"
"Multimedia File","8.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,70
2,70
3,70
4,70
5,64.5
6,50.5601657894737
7,49.54058
8,42.480855
9,42.4196
10,45.57427
11,65.374397368421
12,65.6968
13,65.7121125
14,70.888225
15,71.5161
16,71.5161
17,71.5161
18,71.5161
19,71.5161
20,71.5161
21,71.5161
22,71.5161
23,71.5161
24,71.5161
25,71.5161
26,71.5161
27,71.5161
28,71.5161
29,71.5161
30,71.5161
31,71.5161
32,71.5161
33,71.5161
34,71.5161
35,71.5161
36,71.5161
37,71.5161
38,71.5161
39,71.5161
40,71.5161
41,71.5161
42,71.5161
43,71.5161
44,71.5161
45,71.5161
46,71.5161
47,71.5161
48,71.5161
49,71.5161
50,71.5161
51,71.5161
52,71.5161
53,71.5161
54,71.5161
55,71.5161
56,71.5161
57,71.5161
58,71.5161
59,71.5161
60,71.5161
61,71.5161
62,71.5161
63,71.5161
64,71.5161
65,89.6113380952381
66,92.4010763157895
67,94.79325
68,94.79325
69,94.79325
70,94.79325
71,94.79325
72,94.79325
73,94.79325
74,94.79325
75,94.79325
76,94.79325
77,94.79325
78,94.79325
79,94.79325
80,94.79325
81,94.79325
82,94.79325
83,94.79325
84,94.79325
85,94.79325
86,94.79325
87,94.79325
88,94.79325
89,94.79325
90,94.79325
91,94.79325
92,94.79325
93,94.79325
94,94.79325
95,94.79325
96,94.79325
97,94.79325
98,94.79325
99,94.79325
100,94.79325
101,94.79325
102,94.79325
103,94.79325
104,94.79325
105,94.79325
106,94.79325
107,94.79325
108,94.79325
109,94.79325
110,94.79325
111,94.79325
112,94.79325
113,94.79325
114,94.79325
115,94.79325
116,94.79325
117,94.79325
118,94.79325
119,94.79325
120,94.79325
121,94.79325
122,94.79325
123,94.79325
124,94.79325
125,94.79325
126,94.79325
127,94.79325
128,94.79325
129,78.79325
130,74.79325
131,72.45635
132,71.82235
133,71.82235
134,71.82235
135,71.82235
136,71.82235
137,71.82235
138,71.82235
139,71.82235
140,71.82235
141,71.82235
142,71.82235
143,71.82235
144,71.82235
145,71.82235
146,71.82235
147,85.7580325
148,94.79325
149,94.79325
150,75.20674
151,68.4533
152,68.4533
153,68.4533
154,68.4533
155,68.4533
156,68.4533
157,68.4533
158,68.72895
159,85.344565
160,88.97395
161,88.97395
162,88.97395
163,88.97395
164,88.97395
165,88.97395
166,75.3203842105263
167,65.0995625
168,65.08425
169,65.08425
170,65.08425
171,65.08425
172,65.08425
173,65.08425
174,65.08425
175,65.08425
176,65.08425
177,65.08425
178,65.08425
179,65.08425
180,65.08425
181,65.08425
182,65.08425
183,70.704445
184,71.5161
185,71.5161
186,71.5161
187,71.5161
188,71.5161
189,71.5161
190,71.5161
191,71.5161
192,71.5161
193,71.5161
194,71.5161
195,71.5161
196,71.5161
197,71.5161
198,71.5161
199,71.5161
200,71.5161
201,71.5161
202,71.5161
203,71.5161
204,71.5161
205,71.5161
206,71.5161
207,71.5161
208,71.5161
209,71.5161
210,83.1224342105263
211,92.0826975
212,92.9556
213,92.9556
214,92.9556
215,92.9556
216,92.9556
217,92.9556
218,92.9556
219,92.9556
220,86.967845
221,68.8055225
222,67.84075
223,67.84075
224,67.84075
225,67.902005
226,69.6638166666667
227,69.6784
228,86.431845
229,92.6493
230,92.6493
231,92.6493
232,92.6493
233,92.6493
234,92.6493
235,92.6493
236,92.6493
237,92.6493
238,92.6493
239,92.6493
240,92.6493
241,92.6493
242,92.6493
243,92.6493
244,92.6493
245,92.6493
246,92.6493
247,92.6493
248,92.6493
249,92.6493
250,92.6493
251,92.6493
252,92.6493
253,92.6493
254,92.2205325
255,91.4242
256,80.5754815789474
257,69.41809
258,69.37215
259,69.37215
260,69.37215
261,69.37215
262,69.37215
263,69.37215
264,69.37215
265,69.37215
266,69.37215
267,69.37215
268,69.37215
269,69.37215
270,69.37215
271,69.37215
272,69.37215
273,69.37215
274,69.37215
275,69.37215
276,69.37215
277,69.37215
278,69.37215
279,69.37215
280,69.37215
281,69.37215
282,69.37215
283,69.37215
284,69.37215
285,69.37215
286,69.37215
287,69.37215
288,69.37215
289,69.37215
290,69.37215
291,69.37215
292,69.37215
293,69.37215
294,69.37215
295,69.37215
296,69.37215
297,69.37215
298,69.37215
299,69.37215
300,69.37215
301,69.37215
302,69.37215
303,69.37215
304,69.37215
305,85.1761
306,91.73045
307,91.73045
308,91.73045
309,91.73045
310,91.73045
311,91.73045
312,91.73045
313,91.73045
314,91.73045
315,91.73045
