"media_open; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/14 12:37:20:525; 2022/09/14 12:37:27:396; 2022/09/14 12:37:46:984; 2022/09/14 12:39:01:275; 2022/09/14 12:41:43:572; 2022/09/14 12:42:37:662; 2022/09/14 12:42:39:326; 2022/09/14 12:43:27:305; 2022/09/14 12:44:05:942"
"Multimedia File","5.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,0
6,16.5084225
7,47.3506975
8,47.62635
9,47.62635
10,55.8475131578947
11,74.4410274999999
12,69.6171550000001
13,68.4533
14,68.4533
15,68.4533
16,68.4533
17,68.4533
18,68.4533
19,68.4533
20,68.4533
21,68.4533
22,68.4533
23,68.4533
24,68.4533
25,68.4533
26,68.4533
27,68.4533
28,68.4533
29,68.4533
30,68.4533
31,68.4533
32,68.4533
33,68.4533
34,68.4533
35,68.4533
36,68.4533
37,68.4533
38,68.4533
39,68.4533
40,68.4533
41,68.4533
42,68.4533
43,68.4533
44,68.4533
45,68.4533
46,68.4533
47,68.4533
48,68.4533
49,68.4533
50,68.4533
51,68.4533
52,68.4533
53,68.4533
54,68.4533
55,68.4533
56,68.4533
57,68.4533
58,68.4533
59,68.4533
60,68.4533
61,86.03369
62,100
63,100
64,99.09648
65,89.2157631578948
66,73.3384175
67,73.04745
68,73.04745
69,73.04745
70,73.04745
71,73.04745
72,73.04745
73,73.04745
74,73.04745
75,73.04745
76,73.04745
77,73.04745
78,73.04745
79,73.04745
80,73.04745
81,73.04745
82,73.04745
83,73.04745
84,73.04745
85,73.04745
86,73.04745
87,73.04745
88,73.04745
89,73.04745
90,73.04745
91,73.04745
92,73.04745
93,73.04745
94,72.8177425
95,73.04745
96,73.04745
97,73.04745
98,73.04745
99,73.04745
100,73.04745
101,73.04745
102,73.04745
103,73.0168225
104,71.4838421052632
105,71.2098
106,71.2098
107,71.2098
108,71.2098
109,71.2098
110,71.2098
111,71.2098
112,71.2098
113,71.2098
114,71.2098
115,71.2098
116,71.2098
117,71.2098
118,71.2098
119,71.2098
120,71.2098
121,71.2098
122,71.2098
123,71.2098
124,71.2098
125,71.2098
126,71.2098
127,71.2098
128,71.2098
129,71.2098
130,71.2098
131,71.2098
132,71.2098
133,71.2098
134,71.2098
135,71.2098
136,71.2098
137,71.2098
138,71.2098
139,71.2098
140,71.2098
141,71.2098
142,71.2098
143,79.17305
144,86.52375
145,85.742735
146,63.5820023809524
147,46.5140578947369
148,45.1761
149,45.1761
150,45.1761
151,45.1761
152,45.1761
153,45.1761
154,45.0955
155,43.367619047619
156,43.33845
157,58.2695275
158,77.7948075
159,76.4649
160,74.57885
161,74.57885
162,74.57885
163,74.57885
164,74.57885
165,74.57885
166,74.57885
167,74.57885
168,74.57885
169,74.57885
170,74.57885
171,74.57885
172,74.57885
173,74.57885
174,74.57885
175,74.57885
176,74.57885
177,74.57885
178,74.57885
179,74.57885
180,74.57885
181,74.57885
182,74.57885
183,74.57885
184,74.57885
185,74.57885
186,74.57885
187,74.57885
188,74.57885
189,74.57885
190,74.57885
191,74.57885
192,74.57885
193,74.57885
194,74.57885
195,74.57885
196,74.57885
197,74.57885
198,74.57885
199,74.57885
200,74.57885
201,74.57885
202,74.57885
203,74.57885
204,74.57885
205,74.57885
206,74.57885
207,74.57885
208,74.57885
209,74.57885
210,73.2247789473684
211,47.6876075
212,44.86985
213,44.86985
214,44.86985
215,44.86985
216,44.86985
217,44.86985
218,44.86985
219,44.86985
220,44.86985
221,43.7253315789474
222,29.0811675
