"media_open; media_play; media_pause; media_play; media_end","2022/09/14 16:05:45:549; 2022/09/14 16:05:51:300; 2022/09/14 16:12:45:913; 2022/09/14 16:14:22:984; 2022/09/14 16:16:20:561"
"Multimedia File","17.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,5
5,40.9523809523809
6,60.0857575
7,67.6472973684211
8,68.4533
9,68.4533
10,68.4533
11,68.4533
12,68.4533
13,68.4533
14,68.4533
15,68.4533
16,68.4533
17,68.4533
18,68.4533
19,68.4533
20,68.4533
21,68.4533
22,68.4533
23,68.4533
24,68.4533
25,68.4533
26,68.4533
27,68.4533
28,68.4533
29,68.4533
30,84.86983
31,94.79325
32,94.79325
33,94.79325
34,94.79325
35,94.79325
36,94.79325
37,94.79325
38,94.79325
39,94.79325
40,94.79325
41,94.79325
42,94.79325
43,94.79325
44,94.79325
45,94.79325
46,94.79325
47,94.79325
48,94.79325
49,94.79325
50,94.79325
51,94.79325
52,94.79325
53,94.79325
54,94.79325
55,94.79325
56,94.79325
57,94.79325
58,94.79325
59,94.79325
60,94.79325
61,94.79325
62,94.79325
63,94.79325
64,94.79325
65,94.79325
66,94.79325
67,94.79325
68,94.79325
69,94.79325
70,94.79325
71,94.79325
72,79.2536473684211
73,69.6784
74,69.6784
75,65.9571225
76,64.77795
77,64.77795
78,64.77795
79,64.77795
80,64.77795
81,64.77795
82,64.77795
83,64.77795
84,59.5550947368421
85,52.6396421052631
86,50.64319
87,45.6355375
88,67.8560375
89,70.29095
90,70.29095
91,70.29095
92,70.29095
93,70.29095
94,70.29095
95,70.29095
96,70.29095
97,70.29095
98,70.29095
99,70.29095
100,70.29095
101,70.29095
102,70.29095
103,70.29095
104,70.29095
105,70.29095
106,70.29095
107,70.29095
108,70.29095
109,70.29095
110,70.29095
111,70.29095
112,70.29095
113,65.92648
114,38.545195
115,38.438
116,41.80705
117,56.6212552631579
118,68.147
119,68.147
120,68.147
121,68.147
122,68.147
123,68.147
124,68.147
125,68.147
126,68.147
127,68.147
128,68.147
129,68.147
130,68.147
131,68.147
132,68.147
133,68.147
134,68.147
135,68.147
136,68.147
137,68.147
138,68.147
139,68.147
140,68.147
141,68.147
142,68.147
143,68.147
144,68.147
145,68.147
146,68.147
147,68.147
148,68.147
149,68.147
150,68.147
151,68.147
152,68.147
153,68.147
154,68.147
155,68.147
156,68.147
157,68.147
158,68.147
159,68.147
160,68.147
161,68.147
162,68.147
163,68.147
164,68.147
165,68.147
166,68.147
167,68.147
168,68.147
169,68.147
170,68.147
171,68.147
172,68.147
173,68.147
174,68.147
175,68.147
176,68.147
177,68.147
178,68.147
179,68.147
180,68.147
181,68.147
182,68.147
183,68.147
184,68.147
185,68.147
186,68.147
187,68.147
188,68.147
189,68.147
190,68.147
191,68.147
192,68.147
193,68.147
194,68.147
195,68.147
196,68.147
197,68.147
198,68.147
199,68.147
200,68.147
201,68.147
202,68.147
203,68.147
204,68.147
205,68.147
206,68.147
207,68.147
208,68.147
209,68.147
210,68.147
211,68.147
212,68.147
213,68.147
214,68.147
215,68.147
216,68.147
217,68.147
218,68.147
219,68.147
220,68.147
221,68.147
222,68.147
223,68.147
224,68.147
225,68.147
226,68.147
227,68.147
228,68.147
229,68.147
230,68.147
231,68.147
232,68.147
233,68.147
234,68.147
235,68.147
236,68.147
237,68.147
238,68.147
239,68.147
240,68.147
241,68.147
242,68.147
243,68.147
244,68.147
245,68.147
246,68.147
247,68.147
248,68.147
249,68.147
250,68.147
251,68.147
252,68.147
253,68.147
254,68.147
255,68.147
256,68.147
257,68.147
258,68.147
259,68.147
260,68.147
261,68.147
262,68.147
263,68.147
264,68.147
265,68.147
266,68.147
267,68.147
268,68.147
269,68.147
270,68.147
271,68.147
272,68.147
273,68.147
274,68.147
275,68.147
276,68.147
277,68.147
278,68.147
279,68.147
280,68.147
281,68.147
282,68.147
283,68.147
284,68.147
285,68.147
286,68.147
287,68.147
288,68.147
289,68.147
290,68.147
291,68.147
292,68.147
293,68.147
294,68.147
295,68.147
296,68.147
297,68.147
298,68.147
299,68.147
300,68.147
301,73.5375075
302,89.5865
303,89.5865
304,89.5865
305,89.5865
306,89.5865
307,89.5865
308,89.5865
309,89.5865
310,89.5865
311,89.5865
312,89.5865
313,89.5865
314,89.5865
315,89.5865
316,89.5865
317,89.5865
318,72.1286368421053
319,66.30935
320,66.30935
321,66.30935
322,66.30935
323,66.30935
324,66.30935
325,66.30935
326,66.30935
327,66.30935
328,66.30935
329,66.30935
330,66.30935
331,66.30935
332,66.30935
333,66.30935
334,66.30935
335,66.30935
336,66.30935
337,66.30935
338,66.30935
339,66.30935
340,66.30935
341,66.30935
342,66.30935
343,66.30935
344,66.30935
345,66.30935
346,66.30935
347,66.30935
348,66.30935
349,66.30935
350,66.30935
351,66.30935
352,66.30935
