"media_open; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/13 12:55:33:366; 2022/09/13 12:55:48:051; 2022/09/13 12:56:13:647; 2022/09/13 12:56:45:574; 2022/09/13 13:02:17:301; 2022/09/13 13:02:46:367; 2022/09/13 13:06:28:249"
"Multimedia File","18.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,11.4548175
12,41.1300078947368
13,38.392035
14,32.251145
15,27.274125
16,27.41195
17,27.41195
18,27.41195
19,27.7182275
20,36.4165375
21,38.1317
22,38.62176
23,39.05055
24,39.05055
25,39.05055
26,39.05055
27,39.05055
28,39.05055
29,39.05055
30,39.05055
31,43.782535
32,50.04594
33,52.2817775
34,53.44565
35,53.44565
36,53.44565
37,53.44565
38,53.4150225
39,52.7411875
40,53.13935
41,53.13935
42,53.13935
43,52.1286425
44,51.91425
45,56.4923052631579
46,59.26495
47,59.26495
48,59.26495
49,59.26495
50,59.26495
51,59.26495
52,59.26495
53,59.26495
54,59.26495
55,59.448715
56,65.45176
57,69.18836
58,71.997369047619
59,74.9173763157895
60,76.6768825
61,78.5605
62,76.5293868421053
63,75.804
64,75.804
65,75.804
66,75.804
67,75.804
68,69.60184
69,66.30935
70,66.30935
71,60.214395
72,54.3644595238095
73,54.36445
74,54.36445
75,54.36445
76,54.36445
77,54.36445
78,54.36445
79,54.36445
80,54.36445
81,54.36445
82,54.36445
83,54.36445
84,54.36445
85,54.36445
86,54.36445
87,54.36445
88,54.36445
89,54.36445
90,54.36445
91,54.36445
92,55.1148375
93,66.2633975
94,68.147
95,68.147
96,68.147
97,70.8882
98,81.4241975
99,81.92955
100,81.92955
101,81.92955
102,81.92955
103,81.92955
104,81.92955
105,81.92955
106,81.92955
107,81.92955
108,81.92955
109,81.92955
110,81.92955
111,81.92955
112,81.92955
113,81.92955
114,84.0735025
115,84.68605
116,84.68605
117,84.68605
118,84.68605
119,84.68605
120,84.68605
121,84.68605
122,84.68605
123,84.68605
124,84.68605
125,84.68605
126,84.68605
127,84.68605
128,84.68605
129,84.68605
130,84.68605
131,84.68605
132,84.68605
133,84.68605
134,84.68605
135,84.68605
136,84.68605
137,84.68605
138,84.68605
139,84.68605
140,84.68605
141,80.9188325
142,67.0024894736842
143,59.571215
144,58.3461
145,56.0949325
146,56.8300275
147,57.121
148,63.9203725
149,67.32007
150,67.84075
151,67.84075
152,67.84075
153,67.84075
154,67.84075
155,67.84075
156,69.7856125
157,70.59725
158,70.59725
159,70.59725
160,70.59725
161,70.59725
162,70.59725
163,70.59725
164,70.59725
165,70.59725
166,70.59725
167,70.59725
168,70.59725
169,70.59725
170,70.59725
171,70.59725
172,70.59725
173,70.59725
174,70.59725
175,70.59725
176,70.59725
177,70.59725
178,70.59725
179,70.59725
180,70.59725
181,70.59725
182,62.0943642857143
183,49.3350578947368
184,48.2235775
185,49.15775
186,51.0566675
187,59.372125
188,55.5896
189,55.5896
190,55.5896
191,55.5896
192,55.5896
193,55.5896
194,55.5896
195,57.10567
196,58.95865
197,58.95865
198,58.95865
199,58.95865
200,58.95865
201,59.15773
202,60.7963
203,60.7963
204,60.7963
205,63.1852875
206,68.4049394736843
207,66.5237425
208,68.698315
209,69.06585
210,69.06585
211,69.06585
212,69.06585
213,69.06585
214,69.06585
215,69.06585
216,69.06585
217,69.06585
218,69.06585
219,69.06585
220,69.06585
221,69.06585
222,69.06585
223,69.06585
224,69.06585
225,69.06585
226,69.06585
227,69.06585
228,69.06585
229,69.06585
230,69.06585
231,69.06585
232,69.06585
233,69.06585
234,69.06585
235,69.06585
236,69.06585
237,69.06585
238,69.06585
239,62.8330775
240,49.7090425
241,43.460945
242,39.9081125
243,39.05055
244,39.05055
245,39.05055
246,39.05055
247,39.05055
248,39.05055
249,39.05055
250,39.05055
251,39.05055
252,39.05055
253,39.05055
254,39.05055
255,38.94335
256,36.9649357142857
257,36.9066
258,36.9066
259,36.9066
260,35.1608
261,24.088815
262,20.137815
263,19.1424
264,21.6509833333333
265,23.2431527777778
266,23.12405
267,23.12405
268,23.12405
269,31.7320815789474
270,44.2266375
271,48.54515
272,48.54515
273,48.54515
274,48.54515
275,48.54515
276,48.54515
277,48.54515
278,48.54515
279,48.54515
280,48.54515
281,50.6585075
282,50.7810125
283,49.7703
284,49.7703
285,49.7703
286,49.7703
287,49.7703
288,49.7703
289,49.7703
290,49.7703
291,49.7703
292,49.7703
293,49.7703
294,49.7703
295,49.7703
296,49.7703
297,49.7703
298,49.7703
299,49.7703
300,48.0091775
301,43.55283
302,49.8775
303,51.0413575
304,51.60795
305,51.60795
306,51.60795
307,51.60795
308,51.60795
309,51.60795
310,51.60795
311,51.60795
312,51.60795
313,52.29708
314,54.97705
315,54.10414
316,53.13935
317,53.13935
318,53.13935
319,53.13935
320,53.13935
321,53.13935
322,53.13935
323,53.13935
324,53.13935
325,53.13935
326,53.13935
327,51.0413425
328,30.4900375
329,21.07197
330,20.9801
331,20.9801
332,20.9801
333,20.9801
334,20.9801
335,20.9801
336,20.9801
337,21.4636921052632
338,22.81775
339,22.81775
340,22.81775
341,22.81775
342,22.81775
343,22.81775
344,22.81775
345,22.81775
346,22.81775
347,22.81775
348,22.81775
349,22.81775
350,22.81775
351,22.81775
352,22.81775
353,22.81775
354,22.81775
355,22.81775
356,22.81775
357,22.81775
358,22.81775
359,22.81775
360,22.81775
361,22.81775
362,22.81775
363,22.81775
364,22.81775
365,22.81775
366,22.81775
367,22.81775
368,22.81775
369,22.81775
370,22.81775
371,22.81775
372,22.81775
373,22.81775
374,22.81775
375,22.81775
376,21.9601675
377,21.8223525
378,22.5115
379,22.5115
380,22.5115
381,22.5115
382,22.5115
383,22.5115
384,16.26341
385,-0.678195238095236
386,-5.421155
387,-3.9510175
388,-5.3599
389,-5.3599
390,-8.1317025
391,-9.464005
392,-9.0352
393,-9.0352
394,-9.0352
395,-9.0352
396,-9.0352
397,-9.0352
398,-9.0352
399,-9.0352
400,-9.0352
401,-9.0352
402,-9.0352
403,-10.8406526315789
404,-18.2389025
405,-23.3996925
406,-23.323125
407,-27.5038275
408,-26.7228075
409,-26.7510368421053
410,-26.7994
411,-26.7994
412,-29.770295
413,-33.8438
414,-33.8276815789474
415,-44.8698375
416,-50.995405
417,-51.010715
418,-51.3935675
419,-54.0582
420,-53.56816
421,-53.44565
422,-53.44565
423,-53.44565
424,-53.44565
425,-53.44565
426,-53.44565
427,-53.44565
428,-53.44565
429,-53.44565
430,-53.44565
431,-53.44565
432,-53.44565
433,-53.44565
434,-53.44565
435,-53.44565
436,-53.44565
437,-53.44565
438,-53.44565
439,-53.44565
440,-53.44565
441,-53.44565
442,-53.44565
443,-53.44565
444,-53.44565
445,-53.44565
446,-53.44565
447,-53.44565
448,-53.44565
449,-53.44565
450,-53.44565
451,-53.44565
452,-53.44565
453,-53.44565
454,-53.44565
455,-53.44565
456,-53.44565
457,-53.44565
458,-53.44565
459,-53.44565
460,-53.44565
461,-53.44565
462,-53.44565
463,-53.44565
464,-53.44565
465,-53.44565
466,-53.44565
467,-53.44565
468,-53.44565
469,-53.44565
470,-53.44565
471,-53.44565
472,-53.44565
473,-53.44565
474,-54.7674815789474
475,-55.02297
476,-54.36445
477,-54.36445
478,-54.36445
479,-54.36445
480,-54.36445
481,-54.36445
482,-54.36445
483,-54.36445
484,-55.758045
485,-54.9916333333333
486,-55.0415289473684
487,-58.5234184210526
488,-71.68453
489,-92.2971
490,-100
491,-100
492,-100
493,-100
494,-100
495,-100
496,-100
497,-100
498,-100
499,-100
500,-100
501,-100
502,-100
503,-100
504,-100
505,-100
506,-100
507,-100
508,-100
509,-100
510,-100
511,-100
512,-100
513,-100
514,-100
515,-100
516,-100
517,-100
518,-100
519,-100
520,-100
521,-100
522,-100
523,-100
524,-100
525,-100
526,-100
527,-100
528,-100
529,-100
530,-63.3690725
531,-32.0980175
532,-26.2940275
533,-27.41195
534,-27.2077666666667
535,-28.7221472222222
536,-37.5191475
537,-40.811655
538,-40.58195
539,-40.58195
540,-40.58195
541,-40.58195
542,-40.58195
543,-49.54058
544,-77.35069
545,-98.9127175
546,-99.9516368421053
