"media_open; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/13 11:24:49:727; 2022/09/13 11:24:58:872; 2022/09/13 11:24:59:682; 2022/09/13 11:26:02:489; 2022/09/13 11:30:16:111; 2022/09/13 11:33:16:384; 2022/09/13 11:36:45:138"
"Multimedia File","7.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,80.70445
2,80.70445
3,80.70445
4,80.70445
5,80.70445
6,80.70445
7,80.70445
8,80.70445
9,80.70445
10,82.3889825
11,82.297105
12,82.23585
13,82.23585
14,81.2847605263158
15,81.4459684210526
16,81.6233
17,81.6233
18,81.6233
19,81.6233
20,81.6233
21,81.6233
22,81.6233
23,81.6233
24,81.6233
25,81.6233
26,81.6233
27,81.6233
28,82.92497
29,83.7994868421052
30,83.7672499999999
31,83.7672499999999
32,83.7672499999999
33,83.7672499999999
34,83.7672499999999
35,83.7672499999999
36,83.7672499999999
37,83.7672499999999
38,84.0151833333333
39,91.6821131578947
40,99.8774875
41,100
42,96.431855
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,98.2458590909091
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
112,100
113,100
114,100
115,100
116,100
117,100
118,100
119,97.21286
120,81.5941095238095
121,81.6233
122,81.6233
123,65.5678263157895
124,54.241955
125,53.7519
126,53.7519
127,53.7519
128,53.7519
129,53.7519
130,53.7519
131,54.8895119047619
132,59.571215
133,59.8775
134,59.8775
135,59.8775
136,59.8775
137,59.8775
138,59.8775
139,59.8775
140,62.5268025
141,64.1654
142,64.1654
143,64.1654
144,64.1654
145,64.1654
146,64.1654
147,65.114875
148,70.9841263157895
149,78.8973875
150,79.0658325
151,78.86675
152,78.86675
153,78.86675
154,78.86675
155,78.86675
156,73.6293975
157,68.74425
158,70.29095
159,70.29095
160,70.29095
161,70.29095
162,70.29095
163,70.29095
164,70.29095
165,69.61716
166,69.37215
167,69.37215
168,69.37215
169,69.37215
170,69.37215
171,69.37215
172,69.37215
173,69.37215
174,69.37215
175,69.37215
176,69.37215
177,69.37215
178,79.5405825
179,84.318525
180,84.0735
181,84.0735
182,84.0735
183,84.0735
184,84.0735
185,84.0735
186,84.0735
187,84.0735
188,84.0735
189,84.0735
190,84.0735
191,84.0735
192,84.0735
193,84.0735
194,84.0735
195,84.0735
196,84.0735
197,84.0735
198,84.0735
199,85.130165
200,89.5381421052631
201,89.5865
202,89.5865
203,89.5865
204,89.5865
205,89.5865
206,89.5865
207,89.5865
208,89.5865
209,89.5865
210,89.5865
211,89.5865
212,89.5865
213,89.5865
214,89.5865
215,89.5865
216,89.5865
217,89.5865
