"media_open; media_play; media_end","2022/09/13 11:16:09:966; 2022/09/13 11:16:19:519; 2022/09/13 11:20:01:803"
"Multimedia File","5.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,54.0582
2,54.0582
3,54.0582
4,54.0582
5,54.0582
6,54.0582
7,54.0582
8,54.0582
9,54.0582
10,54.0582
11,54.0582
12,54.0582
13,54.0582
14,54.0582
15,59.98468
16,67.5804
17,67.53445
18,67.53445
19,67.6263325
20,74.609495
21,78.713625
22,78.5605
23,78.5605
24,78.5605
25,82.1745825
26,86.21745
27,86.21745
28,86.416545
29,86.52375
30,86.52375
31,86.52375
32,86.52375
33,86.52375
34,87.6360236842105
35,88.3905714285714
36,88.6193184210526
37,99.4486975
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,100
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
88,100
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,96.554365
100,98.545175
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
112,100
113,100
114,100
115,100
116,99.9693725
117,97.6081095238095
118,83.1708
119,82.986225
120,83.7672499999999
121,81.2440833333333
122,80.70445
123,80.70445
124,82.235845
125,83.7672499999999
126,83.7672499999999
127,84.6707625
128,86.8008380952381
129,89.4253210526316
130,99.08115
131,99.08115
132,99.37212
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
141,100
142,100
143,100
144,100
145,100
146,100
147,100
148,100
149,100
150,100
151,100
152,100
153,100
154,100
155,100
156,100
157,100
158,100
159,100
160,100
161,100
162,100
163,100
164,100
165,100
166,100
167,100
168,100
169,100
170,100
171,100
172,100
173,100
174,100
175,100
176,100
177,100
178,100
179,100
180,100
181,100
182,100
183,100
184,100
185,100
186,100
187,100
188,100
189,100
190,100
191,100
192,100
193,100
194,100
195,100
196,100
197,96.2924236842106
198,88.3614075
199,86.21745
200,80.8729025
201,80.0919
202,80.0919
203,80.0919
204,80.0919
205,80.3690047619047
206,81.317
207,81.317
208,81.317
209,74.47167
210,69.632465
211,69.6784
212,69.6784
213,69.6784
214,69.6784
215,69.6784
216,69.6784
217,69.6784
218,69.6784
219,69.6784
220,69.6784
221,69.6784
222,69.6784
