"media_open; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/13 12:43:36:028; 2022/09/13 12:44:52:637; 2022/09/13 12:48:07:839; 2022/09/13 12:49:15:610; 2022/09/13 12:54:43:601; 2022/09/13 12:55:07:896; 2022/09/13 12:55:16:896"
"Multimedia File","17.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,-100
2,-100
3,-100
4,-100
5,-100
6,-100
7,-100
8,-100
9,-95.4517625
10,-25.2986175
11,-0.888199999999998
12,-1.37824999999999
13,5.696785
14,37.2894325
15,49.464015
16,53.7841394736842
17,53.7519
18,53.7519
19,53.7519
20,53.7519
21,53.7519
22,53.7519
23,53.7519
24,53.7519
25,53.7519
26,48.4968078947368
27,4.7320025
28,-0.196899999999997
29,-0.120910526315786
30,2.6799225
31,17.5143
32,26.8759475
33,26.2481
34,27.10565
35,26.7228075
36,26.1545868421053
37,26.4931
38,26.4931
39,26.4931
40,26.4931
41,26.4931
42,26.4931
43,26.4931
44,26.4931
45,27.3313315789474
46,27.41195
47,27.41195
48,27.41195
49,27.41195
50,27.41195
51,27.41195
52,27.41195
53,27.41195
54,27.41195
55,27.41195
56,27.41195
57,27.41195
58,26.79939
59,12.17458
60,11.6950078947368
61,13.8284875
62,25.5742575
63,26.294045
64,26.18685
65,26.18685
66,26.8147025
67,27.9953285714286
68,28.0245
69,28.0245
70,28.0245
71,28.0245
72,28.0245
73,28.0245
74,28.0245
75,28.0245
76,29.9750131578947
77,41.13323
78,53.12404
79,53.5375075
80,53.7519
81,53.7519
82,53.7519
83,53.7519
84,53.7519
85,53.7519
86,53.7519
87,55.88054
88,67.0291025
89,67.53445
90,67.53445
91,67.53445
92,67.53445
93,67.53445
94,67.53445
95,66.8606275
96,66.6156
97,66.9802214285714
98,77.1822325
99,79.7856
100,79.7856
101,79.7856
102,79.7856
103,79.7856
104,79.7856
105,79.7856
106,79.7856
107,79.7856
108,79.7856
109,75.2881342105263
110,66.4551833333333
111,68.147
112,74.1500725
113,79.47935
114,79.6937425
115,80.0919
116,80.0919
117,80.0919
118,80.0919
119,80.0919
120,71.3629425
121,56.282752631579
122,54.70138
123,55.084225
124,64.6401225
125,67.3156976190476
126,67.7117894736842
127,67.2282
128,67.2282
129,67.2282
130,67.2282
131,67.2282
132,67.2282
133,67.2282
134,67.2282
135,67.2282
136,67.2282
137,67.2282
138,67.2282
139,67.2282
140,67.2282
141,67.2282
142,67.2282
143,67.2282
144,67.2282
145,67.2282
146,67.2282
147,67.2282
148,65.1301725
149,56.3552775
150,53.7519
151,53.7519
152,54.4289394736842
153,65.8902210526316
154,68.147
155,68.147
156,68.147
157,68.147
158,67.9696868421053
159,66.9219
160,66.9219
161,66.9219
162,66.9219
163,66.9219
164,66.9219
165,66.9219
166,66.9219
167,66.9219
168,66.9219
169,66.9219
170,66.9219
171,66.9219
172,66.9219
173,66.9219
174,66.9219
175,66.9219
176,66.9219
177,66.9219
178,66.9219
179,66.9219
180,66.9219
181,66.9219
182,66.9219
183,66.9219
184,66.9219
185,66.9219
186,66.9219
187,66.9219
188,66.9219
189,66.9219
190,66.9219
191,66.9219
192,66.9219
193,66.9219
194,66.9219
195,66.9219
196,66.9219
197,66.9219
198,66.9219
199,66.9219
200,66.9219
201,66.9219
202,66.9219
203,66.9219
204,66.9219
205,66.9219
206,66.56968
207,57.2281775
208,54.7167
209,54.5417842105263
210,54.3644666666667
211,53.44565
212,56.6542619047619
213,60.7963
214,60.7963
215,62.1745775
216,64.77795
217,64.77795
218,64.77795
219,64.77795
220,64.77795
221,64.77795
222,64.77795
223,64.77795
224,64.77795
225,64.77795
226,64.77795
227,64.77795
228,64.77795
229,64.77795
230,64.77795
231,64.77795
232,64.77795
233,64.77795
234,64.77795
235,64.77795
236,64.77795
237,64.77795
238,64.77795
239,64.77795
240,64.77795
241,64.77795
242,64.77795
243,64.77795
244,64.77795
245,64.77795
246,64.77795
247,64.77795
248,64.77795
249,64.77795
250,64.77795
251,64.77795
252,64.7473225
253,64.8238875
254,66.00305
255,61.2251125
256,54.2355131578947
257,54.67075
258,54.0122475
259,53.13935
260,53.13935
261,53.13935
262,53.13935
263,53.7956619047619
264,54.9370739130435
265,53.13935
266,53.8284875
267,54.0582
268,54.0582
269,54.0582
270,59.57121
271,66.4544236842106
272,66.9219
273,66.9219
274,66.9219
275,66.9219
276,66.9219
277,66.9219
278,66.9219
279,66.9219
280,66.9219
281,66.9219
282,66.9219
283,66.9219
284,66.9219
285,66.9219
286,66.9219
287,66.9219
288,66.9219
289,66.9219
290,66.9219
291,66.9219
292,66.9219
293,66.9219
294,66.9219
295,66.9219
296,66.9219
297,71.1324263157895
298,77.0245025
299,81.791745
300,81.36295
301,80.70445
302,80.70445
303,80.70445
304,80.70445
305,80.70445
306,80.70445
307,81.0429657894737
308,89.9999875
