"media_open; media_play; media_end","2022/11/10 16:47:49:772; 2022/11/10 16:47:55:933; 2022/11/10 16:51:56:031"
"Multimedia File","v8.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,-3.2159
2,-0.0886710526315794
3,1.07195
4,1.07195
5,13.9195447368421
6,27.7182
7,27.7182
8,38.3573631578947
9,70.2748315789474
10,70.29095
11,70.29095
12,70.29095
13,70.29095
14,70.29095
15,70.29095
16,70.29095
17,70.29095
18,70.29095
19,75.5138157894737
20,86.52375
21,86.52375
22,86.52375
23,86.52375
24,86.52375
25,86.52375
26,86.52375
27,86.52375
28,86.52375
29,86.52375
30,86.52375
31,86.52375
32,86.52375
33,86.52375
34,86.52375
35,86.52375
36,86.52375
37,86.52375
38,86.52375
39,86.52375
40,86.52375
41,86.52375
42,86.52375
43,86.52375
44,86.52375
45,86.52375
46,86.52375
47,86.52375
48,86.52375
49,86.52375
50,86.52375
51,86.52375
52,86.52375
53,86.52375
54,86.52375
55,86.52375
56,86.52375
57,83.9123131578947
58,71.5161
59,69.4527473684211
60,51.34764
61,51.3017
62,51.3017
63,51.3017
64,51.3017
65,45.7886657894737
66,41.50075
67,41.50075
68,41.50075
69,41.8989125
70,98.7748868421053
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,73.5794394736842
80,65.6968
81,65.6968
82,65.6968
83,65.6968
84,65.6968
85,65.6968
86,65.6968
87,65.6968
88,65.6968
89,65.6968
90,65.6968
91,40.3723789473684
92,35.3752
93,39.1356166666667
94,54.3644684210527
95,60.689105
96,60.7963
97,72.1439325
98,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
112,100
113,100
114,100
115,100
116,100
117,100
118,100
119,100
120,100
121,100
122,100
123,100
124,100
125,100
126,100
127,100
128,100
129,100
130,100
131,100
132,100
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
141,100
142,100
143,100
144,100
145,100
146,100
147,100
148,100
149,94.1162210526316
150,80.39815
151,87.6198842105263
152,100
153,100
154,100
155,100
156,100
157,100
158,100
159,100
160,100
161,100
162,100
163,100
164,100
165,100
166,100
167,100
168,100
169,100
170,100
171,100
172,100
173,100
174,100
175,100
176,100
177,100
178,100
179,100
180,100
181,100
182,100
183,100
184,100
185,100
186,100
187,100
188,100
189,100
190,100
191,100
192,100
193,100
194,100
195,100
196,100
197,100
198,100
199,100
200,100
201,100
202,100
203,100
204,100
205,100
206,100
207,100
208,100
209,100
210,100
211,100
212,100
213,100
214,100
215,100
216,100
217,100
218,100
219,100
220,100
221,100
222,100
223,100
224,100
225,100
226,100
227,100
228,100
229,100
230,100
231,100
232,100
233,100
234,100
235,100
236,100
237,100
238,100
239,100
240,100
